Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
LDN-193189,478,HEL,907053,LAML,blood,acute_myeloid_leukaemia,1.147661496818934,.76451244711914124,10.24,.15148182407399752,.39241876838897588,GDSC1
LDN-193189,478,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,.99450262879021156,.72694018262644566,10.24,.15671342722266693,.16737915342227919,GDSC1
LDN-193189,478,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,.50156606082368371,.65227534897196127,10.24,.16405937139552051,-.55690313519707235,GDSC1
LDN-193189,478,KY821,907300,LAML,blood,leukemia,.6478272512440828,.67415129918860939,10.24,.1205247332464945,-.34199842611679415,GDSC1
LDN-193189,478,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,1.1718971218516983,.75585338921210021,10.24,.19139526203783605,.42802869288141654,GDSC1
LDN-193189,478,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,1.2943590967760461,.74636155128566606,10.24,.1114366353550338,.60796470337653397,GDSC1
LDN-193189,478,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,.54173782201711596,.64491038422418712,10.24,.12651499416407522,-.4978779035023021,GDSC1
LDN-193189,478,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,2.358951885885149,.85384731344796849,10.24,.21130178278277842,2.1721937580892243,GDSC1
LDN-193189,478,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,1.5961596534831879,.83869418870948276,10.24,.10516733260804506,1.0514067446520881,GDSC1
LDN-193189,478,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,1.0367327112608318,.7604292211970628,10.24,.14761798093539941,.22942872078665799,GDSC1
LDN-193189,478,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,.061478290704010521,.58489246264198669,10.24,.11272967290062445,-1.2035335498375783,GDSC1
LDN-193189,478,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,.26911549520190903,.6125939903927502,10.24,.12041017719515658,-.89844774478836953,GDSC1
LDN-193189,478,CMK,910566,LAML,blood,acute_myeloid_leukaemia,.40414667003539639,.645488371690499,10.24,.12608271841175092,-.70004353885411019,GDSC1
LDN-193189,478,CESS,910688,LAML,blood,acute_myeloid_leukaemia,-.35539025032112803,.51537187672680906,10.24,.095544818158465841,-1.8160474523719905,GDSC1
LDN-193189,478,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,.50210740458987879,.66711687820796495,10.24,.12201849087540499,-.55610772717220813,GDSC1
LDN-193189,478,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,1.2286883479472115,.76469660435972242,10.24,.19790093542689235,.51147326137760174,GDSC1
LDN-193189,478,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,.14423162953351604,.60245924852127353,10.24,.11769248965379267,-1.0819422913809795,GDSC1
LDN-193189,478,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,.95339053780120675,.71076531590852698,10.24,.1598495492345352,.10697227495862792,GDSC1
LDN-193189,478,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,.59276761431542457,.65892367156242526,10.24,.12795215770069507,-.42289873345197049,GDSC1
LDN-193189,478,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,.87716253772978892,.71393253663850431,10.24,.1395161134153943,-.0050311630828192185,GDSC1
LDN-193189,478,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,1.1609246268271445,.77790563039276606,10.24,.1207253167608056,.41190657022974936,GDSC1
LDN-193189,478,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,.83881694933843642,.67903269453465165,10.24,.17679920150582729,-.061373159849491044,GDSC1
FTY-720,546,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.8317710026124903,.76822063430332621,20,.15940789254446355,-.54429181451945341,GDSC1
FTY-720,546,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,1.9664729355995785,.76814920609566295,20,.21313748886022071,-.34250402088915743,GDSC1
FTY-720,546,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,2.2538821937728928,.78376789311115158,20,.1501838869880194,.088044218394627574,GDSC1
FTY-720,546,HEL,907053,LAML,blood,acute_myeloid_leukaemia,2.7088038560236769,.88141595973185449,20,.18591243218672152,.76953138390554632,GDSC1
FTY-720,546,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.703292353032245,.85779260093021503,20,.19315435902452713,.76127497656553866,GDSC1
FTY-720,546,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,1.6028236846560997,.71740067473586644,20,.17343929310724304,-.88726220197797845,GDSC1
FTY-720,546,KY821,907300,LAML,blood,leukemia,1.6851127550467315,.72845152111222622,20,.17712269213278564,-.76399054888592244,GDSC1
FTY-720,546,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,2.1789087153314131,.8015313027949198,20,.11804819773189103,-.024268444534603872,GDSC1
FTY-720,546,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,3.4175639446546655,.89109959326675692,20,.14425604729563174,1.831276611509439,GDSC1
FTY-720,546,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,2.0658105243181262,.75762671756881128,20,.24350032412342063,-.19369314336454949,GDSC1
FTY-720,546,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,2.3069925042786981,.78184487699881133,20,.20451759442894513,.16760515815496238,GDSC1
FTY-720,546,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,1.998630309018993,.80012928674647366,20,.17875128641114219,-.2943312494422089,GDSC1
FTY-720,546,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,1.871926161771724,.78774836187200081,20,.14571241579113145,-.48413810484409314,GDSC1
FTY-720,546,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,1.4331756713168395,.69809747260455723,20,.11331460977630869,-1.141400339021444,GDSC1
FTY-720,546,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,.95930134023607172,.61579436361826301,20,.1365125348968996,-1.8512792071738882,GDSC1
FTY-720,546,CMK,910566,LAML,blood,acute_myeloid_leukaemia,1.0415360229582065,.64011612904153303,20,.11542977457172898,-1.7280890285446209,GDSC1
FTY-720,546,CESS,910688,LAML,blood,acute_myeloid_leukaemia,.76797354777684645,.59172123162811729,20,.11702552519510243,-2.1378943450888204,GDSC1
FTY-720,546,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,1.6685360915730607,.75124159259140466,20,.1149206693666079,-.78882291969105833,GDSC1
FTY-720,546,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,2.1412546468171558,.79763854575990567,20,.12493324540590721,-.080675440619985078,GDSC1
FTY-720,546,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,1.3895530269317196,.69957572376446631,20,.03993286311991074,-1.2067484522043197,GDSC1
FTY-720,546,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,2.533912399491153,.82428280361438255,20,.16209854127287543,.50753840165287423,GDSC1
FTY-720,546,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,2.2760599514195383,.79453268462268556,20,.13706801829392012,.12126720698836213,GDSC1
FTY-720,546,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,2.3800679731392376,.82828146645634093,20,.18673098678065422,.27707454217101146,GDSC1
FTY-720,546,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,2.7869713962028402,.90924891028778276,20,.14732737582911273,.8866288532326777,GDSC1
FTY-720,546,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,1.6461385182346933,.6968307820292301,20,.17744410098206248,-.82237519920478397,GDSC1
BAM7,552,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,4.8051001317964852,.9907073233217345,20,.031106090829611074,.025584906474220109,GDSC1
BAM7,552,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,4.25584883878253,.96198402034118735,20,.097259068305572308,-.61265744153908108,GDSC1
BAM7,552,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,4.056554499871158,.93313086190175931,20,.11842595008639546,-.84424194289649679,GDSC1
BAM7,552,HEL,907053,LAML,blood,acute_myeloid_leukaemia,4.5636305641875223,.98595214813250953,20,.021837703017466095,-.25500815860316206,GDSC1
BAM7,552,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,4.7184107207725123,.97674637718839663,20,.032155574331460823,-.075150137655070309,GDSC1
BAM7,552,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,4.2555274391196063,.96224581589027491,20,.1253557432349679,-.61303091517150432,GDSC1
BAM7,552,KY821,907300,LAML,blood,leukemia,4.9596238054200601,.98066413842529898,20,.025647393281051506,.2051448884561754,GDSC1
BAM7,552,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,4.4580139731371169,.9732083227171735,20,.10279636656224198,-.37773701134972931,GDSC1
BAM7,552,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,4.1890599351847442,.93694245862148762,20,.14729813805740849,-.69026764873508262,GDSC1
BAM7,552,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,3.854874045771528,.91809752251552168,20,.12908784560830935,-1.078599163735422,GDSC1
BAM7,552,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,4.6626572390501799,.95149966039666412,20,.11903016356000155,-.13993693658842118,GDSC1
BAM7,552,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,4.7273387081545435,.99349229480711387,20,.10414620749693036,-.064775615642618883,GDSC1
BAM7,552,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,4.277136009348915,.9928551770227072,20,.074123171847978578,-.58792127086883006,GDSC1
BAM7,552,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,4.1574135538096781,.96684110743273899,20,.13299219412610552,-.72704145520918662,GDSC1
BAM7,552,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,2.7796523180445654,.85486842183310285,20,.095890746225067866,-2.3280309791320568,GDSC1
BAM7,552,CMK,910566,LAML,blood,acute_myeloid_leukaemia,4.7805140962266828,.98951932334119252,20,.05324496937076531,-.0029846194786492487,GDSC1
BAM7,552,CESS,910688,LAML,blood,acute_myeloid_leukaemia,4.1429919107705464,.96867288733945123,20,.092346504064255569,-.74379972857618482,GDSC1
BAM7,552,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,3.8886266154266074,.98063550121163523,20,.10445961347710549,-1.039377919139111,GDSC1
BAM7,552,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,5.212800028277611,.98863337723974842,20,.027277956155393746,.4993413500631152,GDSC1
BAM7,552,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,4.4089833727385823,.98541548746665009,20,.076186948935296414,-.43471167107450398,GDSC1
BAM7,552,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,5.7952276612735663,.98742738143492126,20,.1336112044922679,1.1761353508406844,GDSC1
BAM7,552,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,5.1496519109433061,.97703066787926618,20,.056845803351620254,.42596181833929603,GDSC1
BAM7,552,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,4.1655112178508613,.96506784607726681,20,.093985077736102027,-.71763178758199297,GDSC1
BAM7,552,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,4.2442009350897809,.98959059185438658,20,.049530587909051717,-.62619256744019403,GDSC1
BAM7,552,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,5.5441936841666966,.97143388877741499,20,.10355838085484199,.88442822694733203,GDSC1
AGI-6780,562,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,1.1543555444167435,.99088945319309074,.51200000000000001,.025104122007905853,-.46559302948415004,GDSC1
AGI-6780,562,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,.9773141298824235,.9740064225484697,.51200000000000001,.075125768749297189,-.75498273767736523,GDSC1
AGI-6780,562,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,1.0869862499069407,.96110082693496435,.51200000000000001,.068592821774660612,-.57571404569188744,GDSC1
AGI-6780,562,HEL,907053,LAML,blood,acute_myeloid_leukaemia,1.2232331090657744,.99086766957784866,.51200000000000001,.025826767906719162,-.35300661354711288,GDSC1
AGI-6780,562,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,1.0625287802888546,.97696553026638666,.51200000000000001,.031040655820555336,-.61569192326668687,GDSC1
AGI-6780,562,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,.82565221128584387,.97002196340629609,.51200000000000001,.085437976334409083,-1.0028874354687356,GDSC1
AGI-6780,562,KY821,907300,LAML,blood,leukemia,1.7830082213481011,.98827410082032063,.51200000000000001,.030006219258777927,.5619948668878727,GDSC1
AGI-6780,562,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,1.2660589804673985,.98388937360110074,.51200000000000001,.044572090000178317,-.2830039734268055,GDSC1
AGI-6780,562,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,.54778587816190816,.9380538783367125,.51200000000000001,.05820182851651122,-1.4570843095219896,GDSC1
AGI-6780,562,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,.48223559826203188,.93361301577835221,.51200000000000001,.11254627417592751,-1.5642319869290262,GDSC1
AGI-6780,562,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,1.9381763396318241,.97633600934563858,.51200000000000001,.040329664405478374,.81563075535572105,GDSC1
AGI-6780,562,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,.3996210269052467,.98192297223393932,.51200000000000001,.043550183129727978,-1.6992727442587923,GDSC1
AGI-6780,562,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,.53917988531314742,.99180548053838757,.51200000000000001,.052906175004563703,-1.4711515590735513,GDSC1
AGI-6780,562,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,.52242317413923156,.96790382142731035,.51200000000000001,.044195067961522352,-1.4985418720669976,GDSC1
AGI-6780,562,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,1.5784713105664918,.98174385928303032,.51200000000000001,.032798022460927653,.22766136033787127,GDSC1
AGI-6780,562,CMK,910566,LAML,blood,acute_myeloid_leukaemia,.88380318439899774,.98575900844129305,.51200000000000001,.056256771026278338,-.90783457348934327,GDSC1
AGI-6780,562,CESS,910688,LAML,blood,acute_myeloid_leukaemia,.50272541280951488,.96953248667393543,.51200000000000001,.05199097480928782,-1.530739589297512,GDSC1
AGI-6780,562,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,.55260306536495174,.98870011006752501,.51200000000000001,.036546247473911865,-1.4492101948541436,GDSC1
AGI-6780,562,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,1.5502316387452235,.98866636390901252,.51200000000000001,.029877462965427697,.18150114178491356,GDSC1
AGI-6780,562,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,.49677562577873363,.9795546142341709,.51200000000000001,.041982514458123753,-1.5404650376462981,GDSC1
AGI-6780,562,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,.49479108794811683,.94652304457087899,.51200000000000001,.088084530610551159,-1.5437089386578846,GDSC1
AGI-6780,562,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,1.7180206394455171,.98138090675918521,.51200000000000001,.037134588509321047,.45576696867298511,GDSC1
AGI-6780,562,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,1.4541626780188777,.98765182684542374,.51200000000000001,.041706862409109854,.024468005870642507,GDSC1
AGI-6780,562,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,.46053048381655809,.98729267587245784,.51200000000000001,.04852519473816843,-1.5997108987542499,GDSC1
AGI-6780,562,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,.70604866907580865,.93409514574316121,.51200000000000001,.058427165809973612,-1.1983899074190336,GDSC1
Kobe2602,563,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,4.1316632851108475,.97706382763644983,20,.036120915578736576,-.36417992541796002,GDSC1
Kobe2602,563,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,5.3648415972991534,.98757874717291205,20,.027463462653438343,1.0496664510438174,GDSC1
Kobe2602,563,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,3.9091221812059143,.92537359838899325,20,.060109549507847346,-.61932464395542686,GDSC1
Kobe2602,563,HEL,907053,LAML,blood,acute_myeloid_leukaemia,4.8573176892297774,.99048033136577529,20,.0583965776926419,.46778722782079635,GDSC1
Kobe2602,563,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,4.6003369107868162,.97378399770239388,20,.039033059490842237,.17315721460140482,GDSC1
Kobe2602,563,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,3.8195477935903166,.94302521722875654,20,.05018073682294464,-.7220222198877847,GDSC1
Kobe2602,563,KY821,907300,LAML,blood,leukemia,4.1264195669980666,.95622630076855453,20,.05147418091223175,-.37019187987715441,GDSC1
Kobe2602,563,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,3.2803549109276342,.91494329334600444,20,.04078643701066037,-1.3402101135864903,GDSC1
Kobe2602,563,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,4.7416146594475252,.95865373172689994,20,.056639364196128944,.33513300597270185,GDSC1
Kobe2602,563,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,4.7436009288754342,.9576121300140239,20,.049220881199374712,.33741027585781885,GDSC1
Kobe2602,563,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,5.5062642444471006,.97447291252751023,20,.029589574761918834,1.2118083694051138,GDSC1
Kobe2602,563,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,4.0921413608209622,.98264946530002084,20,.040121053255362027,-.40949205010890932,GDSC1
Kobe2602,563,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,4.0049670459869908,.98812559474364847,20,.053994137701881759,-.50943792811404265,GDSC1
Kobe2602,563,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,3.5930634477027263,.94045769221097575,20,.042403511535431537,-.98168788915361649,GDSC1
Kobe2602,563,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,3.4073615737413885,.90832108172196979,20,.12189304250593384,-1.1945962082567076,GDSC1
Kobe2602,563,CMK,910566,LAML,blood,acute_myeloid_leukaemia,3.7684862342166752,.96176934536896774,20,.025455190040509997,-.78056460583747123,GDSC1
Kobe2602,563,CESS,910688,LAML,blood,acute_myeloid_leukaemia,2.8554674157731132,.88624239090868895,20,.075631662335468239,-1.8273461907383319,GDSC1
Kobe2602,563,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,4.543898911193021,.99348066866944129,20,.021587179998750098,.10845070749551769,GDSC1
Kobe2602,563,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,4.3228402674184174,.96995030896992618,20,.053641721797206714,-.14499436155671272,GDSC1
Kobe2602,563,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,4.452470221292101,.98626790113117102,20,.023100938664367174,.0036271628033658558,GDSC1
Kobe2602,563,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,5.7356791691302398,.9867178044407241,20,.052988731570431317,1.474833964944438,GDSC1
Kobe2602,563,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,5.0154652565815123,.97411520343593749,20,.047096424828698143,.64910436812122696,GDSC1
Kobe2602,563,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,5.1215643898137486,.98768284900305869,20,.049244715261059856,.77074766462061151,GDSC1
Kobe2602,563,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,4.5562929785784423,.99389860988747558,20,.021257477019202872,.12266058054413252,GDSC1
Kobe2602,563,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,5.0428366497846291,.95883266189321659,20,.054487740271046199,.68048583559957154,GDSC1
LGK974,573,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,2.7459374982863247,.9906633846000894,2.5600000000000001,.029769299228903017,.17723751050160516,GDSC1
LGK974,573,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,2.0216295214418833,.99113120711974534,2.5600000000000001,.018175588099946061,-.77269575939613111,GDSC1
LGK974,573,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,2.1795097652121584,.94161094179358162,2.5600000000000001,.053886857893086421,-.56563508767698034,GDSC1
LGK974,573,HEL,907053,LAML,blood,acute_myeloid_leukaemia,2.7416638707961916,.98968826516431974,2.5600000000000001,.022294109607860057,.171632628233549,GDSC1
LGK974,573,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.5592461935341797,.97416923330307537,2.5600000000000001,.063918082332149684,-.067609001278242167,GDSC1
LGK974,573,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,2.4419340897836137,.97022465900785138,2.5600000000000001,.091995358981221062,-.2214643692666734,GDSC1
LGK974,573,KY821,907300,LAML,blood,leukemia,2.2813381998860804,.99302452099682514,2.5600000000000001,.015945847003397667,-.4320866234728627,GDSC1
LGK974,573,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,2.062550448193853,.9618762339679825,2.5600000000000001,.065824216270941358,-.71902777423035014,GDSC1
LGK974,573,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,2.4664347916333753,.95098364290395421,2.5600000000000001,.028828103166723053,-.18933158519279031,GDSC1
LGK974,573,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,1.9884438700454845,.97943369616413012,2.5600000000000001,.036193906428733484,-.81621889506834522,GDSC1
LGK974,573,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,2.5182044655942986,.9850419873201548,2.5600000000000001,.02734138119478512,-.1214354177620658,GDSC1
LGK974,573,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,1.5976257400900808,.9972229444256131,2.5600000000000001,.022323637662096944,-1.3287786845397624,GDSC1
LGK974,573,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,2.0385513377718874,.98993425049062389,2.5600000000000001,.10993551869609236,-.75050271882104169,GDSC1
LGK974,573,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,2.0336133034158039,.96432731372849667,2.5600000000000001,.10160092786250696,-.75697897377432544,GDSC1
LGK974,573,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,2.0757151558808218,.98865546423510509,2.5600000000000001,.023708874266501822,-.70176219906049964,GDSC1
LGK974,573,CMK,910566,LAML,blood,acute_myeloid_leukaemia,2.4732701226646583,.98538055704619376,2.5600000000000001,.046642905838851334,-.18036701685313411,GDSC1
LGK974,573,CESS,910688,LAML,blood,acute_myeloid_leukaemia,1.1664997126395225,.98583629512173432,2.5600000000000001,.030899622680699949,-1.8942024684643275,GDSC1
LGK974,573,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,2.5821108007136777,.99444724025495157,2.5600000000000001,.032547493850676019,-.037621962950190539,GDSC1
LGK974,573,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,1.8074505554757265,.9517854777848529,2.5600000000000001,.08828911290264739,-1.0535924663051637,GDSC1
LGK974,573,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,2.1601878620484056,.98099611426530342,2.5600000000000001,.050971701487553506,-.59097585326257474,GDSC1
LGK974,573,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,2.8754480205103627,.97246940329933018,2.5600000000000001,.069321071441206958,.34709116087616965,GDSC1
LGK974,573,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,.90997653663473232,.86664880577194725,2.5600000000000001,.056826156727696323,-2.2306338031686774,GDSC1
LGK974,573,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,2.4884401974319941,.97667297587845892,2.5600000000000001,.051643489274458415,-.1604713934594636,GDSC1
LGK974,573,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,2.2608949887888183,.99079458772683804,2.5600000000000001,.054391227009950693,-.45889798961221784,GDSC1
LGK974,573,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,1.9770528314982532,.9173465972484236,2.5600000000000001,.083595435905564647,-.83115829493778304,GDSC1
Wnt-C59,574,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,2.5080509630977863,.98708741072843509,2.5600000000000001,.069661213360973848,-.041564403282072747,GDSC1
Wnt-C59,574,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,1.8385353643255671,.98925374956663448,2.5600000000000001,.037362708740034056,-.96405430746324117,GDSC1
Wnt-C59,574,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,1.9625165180132864,.93118291342184656,2.5600000000000001,.067226274979332368,-.79322727550850691,GDSC1
Wnt-C59,574,HEL,907053,LAML,blood,acute_myeloid_leukaemia,1.90310006199232,.96957078747268444,2.5600000000000001,.03689683322760684,-.87509404742850461,GDSC1
Wnt-C59,574,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.3788663233131353,.96903695763788344,2.5600000000000001,.082694748374338337,-.21956104174002999,GDSC1
Wnt-C59,574,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,2.815632522765525,.9795559550705859,2.5600000000000001,.076367253203251925,.38223585473449989,GDSC1
Wnt-C59,574,KY821,907300,LAML,blood,leukemia,1.930687936480509,.98993907263277614,2.5600000000000001,.012866487974486078,-.83708218371712617,GDSC1
Wnt-C59,574,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,2.02327419596508,.96032274290272501,2.5600000000000001,.052656873158477113,-.70951250528537291,GDSC1
Wnt-C59,574,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,2.8415681002897002,.96342030561248171,2.5600000000000001,.050341453318577915,.41797110641352675,GDSC1
Wnt-C59,574,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,2.0730547936848289,.9808031661299994,2.5600000000000001,.048869271000790283,-.64092246958674837,GDSC1
Wnt-C59,574,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,2.1346658216227197,.97972039246727727,2.5600000000000001,.019201013989820624,-.55603191384293138,GDSC1
Wnt-C59,574,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,1.6826792245989737,.99757693335283371,2.5600000000000001,.045543193751577053,-1.1788001859253605,GDSC1
Wnt-C59,574,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,1.2753606601265168,.96166225037574771,2.5600000000000001,.16540186766011628,-1.7400227537049104,GDSC1
Wnt-C59,574,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,1.9673014505676467,.96171784624389911,2.5600000000000001,.14853251414502064,-.78663437165133043,GDSC1
Wnt-C59,574,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,2.0578826652164102,.98845855967945218,2.5600000000000001,.024685857573328047,-.66182733776715019,GDSC1
Wnt-C59,574,CMK,910566,LAML,blood,acute_myeloid_leukaemia,2.2056363588016406,.97930676167372299,2.5600000000000001,.070320573293503677,-.4582453885372787,GDSC1
Wnt-C59,574,CESS,910688,LAML,blood,acute_myeloid_leukaemia,1.0356608275773898,.98347697706230575,2.5600000000000001,.052649255199904682,-2.0702923933757189,GDSC1
Wnt-C59,574,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,2.5398268308083494,.99403073886576454,2.5600000000000001,.017710687993659671,.0022178733569567909,GDSC1
Wnt-C59,574,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,2.086977148729575,.96372003169130682,2.5600000000000001,.075821269210885181,-.62173959767942266,GDSC1
Wnt-C59,574,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,1.4854630926771895,.95435974062849338,2.5600000000000001,.086274824297750616,-1.4505337959758755,GDSC1
